Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
2013-09-15,16:21:37,51.5751,-174.716,Earthquake,24.02,2.9,,6.1,MWW,,,38.0,0.705,,0.83,USC000JUWV,US,US,US,Reviewed
2013-09-16,07:24:49,-55.8129,-124.156,Earthquake,10.0,1.7,,5.5,MWC,,,72.0,29.962,,0.84,USB000JY5L,US,US,US_GCMT,Reviewed
2013-09-20,12:24:46,22.9341,95.9607,Earthquake,4.0,1.8,,5.7,MWW,,,30.0,3.995,,0.44,USB000JWLY,US,US,US,Reviewed
2013-09-21,01:39:16,-7.3308,120.0106,Earthquake,549.92,3.3,,6.1,MWW,,,34.0,2.315,,1.04,USB000JX0M,US,US,US,Reviewed
2013-09-21,16:48:59,-33.5102,-178.0226,Earthquake,10.0,1.8,,5.8,MWW,,,27.0,5.031,,1.24,USB000JX63,US,US,US,Reviewed
2013-09-24,07:22:51,7.3709,59.5384,Earthquake,4.0,1.7,,5.5,MWB,0.061,,23.0,12.632,,0.57,USB000JYHD,US,US,US,Reviewed
2013-09-24,11:29:48,26.951,65.5009,Earthquake,15.0,1.6,,7.7,MWW,,,17.0,7.241,,0.93,USB000JYIV,US,US,US,Reviewed
2013-09-24,11:36:28,27.2085,65.5674,Earthquake,10.03,1.0,,5.8,MB,0.054,,43.0,7.704,,0.79,USB000JYJ7,US,US,US,Reviewed
2013-09-24,13:01:39,27.3125,65.6201,Earthquake,14.48,1.3,,5.6,MB,0.045,,21.0,7.513,,0.86,USB000JYKM,US,US,US,Reviewed
2013-09-24,17:20:14,27.131,65.471,Earthquake,10.52,1.9,,5.5,MB,0.039,,21.0,7.307,,0.85,USB000JYQJ,US,US,US,Reviewed
2013-09-25,06:51:25,-49.9585,-113.7439,Earthquake,10.0,1.8,,6.1,MWW,,,67.0,26.063,,1.31,USB000JZ8J,US,US,US,Reviewed
2013-09-25,07:40:24,-50.0313,-113.9877,Earthquake,10.0,1.8,,5.5,MWC,,,41.0,37.874,,1.01,USB000JZ9D,US,US,GCMT,Reviewed
2013-09-25,16:42:43,-15.8385,-74.5112,Earthquake,40.0,1.8,,7.1,MWW,,,17.0,4.446,,0.9,USB000JZMA,US,US,US,Reviewed
2013-09-26,06:46:04,14.4361,-93.3857,Earthquake,8.82,2.7,,5.5,MWB,0.043,,82.0,1.181,,1.2,USB000K036,US,US,US,Reviewed
2013-09-28,07:34:06,27.1825,65.5052,Earthquake,12.0,1.7,,6.8,MWW,,,17.0,7.359,,0.91,USB000K1GB,US,US,US,Reviewed
2013-09-28,11:13:47,-16.5507,-173.8364,Earthquake,58.94,4.5,,5.5,MWC,,,21.0,3.293,,0.58,USB000K1IL,US,US,GCMT,Reviewed
2013-09-30,05:55:55,-30.9255,-178.3234,Earthquake,41.54,3.1,,6.5,MWW,,,21.0,1.709,,0.82,USB000K2H2,US,US,US,Reviewed
2013-09-30,08:16:09,49.4947,-28.5247,Earthquake,10.0,1.7,,5.5,MWC,,,22.0,14.319,,0.73,USB000K2IT,US,US,GCMT,Reviewed
2013-10-01,03:38:22,53.1995,152.7864,Earthquake,573.0,1.8,,6.7,MWW,,,11.0,2.958,,1.2,USB000K3C1,US,US,US,Reviewed
2013-10-02,01:06:37,11.2277,57.5902,Earthquake,7.89,2.8,,5.7,MWW,,,37.0,11.987,,0.96,USB000K49T,US,US,US,Reviewed
2013-10-04,17:26:14,-38.6062,78.3693,Earthquake,12.72,2.8,,6.4,MWW,,,26.0,20.977,,1.14,USB000K6NK,US,US,US,Reviewed
2013-10-06,16:38:09,12.3115,141.6905,Earthquake,104.0,1.7,,6.0,MWW,,,12.0,3.348,,0.73,USB000K7Q5,US,US,US,Reviewed
2013-10-06,21:33:20,-36.7267,-97.4761,Earthquake,10.28,1.7,,6.2,MWW,,,41.0,20.626,,1.33,USB000K7S0,US,US,US,Reviewed
2013-10-08,13:39:56,-58.8864,149.0414,Earthquake,10.0,1.7,,5.7,MWW,,,40.0,7.007,,0.89,USB000K8JM,US,US,US,Reviewed
2013-10-11,21:25:00,-30.6623,-178.4838,Earthquake,151.0,1.8,,6.2,MWW,,,46.0,1.492,,1.2,USB000KBBM,US,US,US,Reviewed
2013-10-12,02:10:27,10.9048,-62.315,Earthquake,63.0,1.7,,6.0,MWW,,,29.0,1.381,,1.06,USB000KBHI,US,US,US,Reviewed
2013-10-12,13:11:53,35.5142,23.2523,Earthquake,40.0,1.9,,6.6,MWW,,,40.0,1.984,,1.21,USB000KBN7,US,US,US,Reviewed
2013-10-12,14:30:10,0.7452,122.2107,Earthquake,96.63,5.1,,5.5,MWC,,,37.0,1.861,,1.17,USB000KBPA,US,US,GCMT,Reviewed
2013-10-12,20:01:37,-36.7364,78.7182,Earthquake,4.41,3.5,,5.5,MWB,0.06,,33.0,22.21,,0.45,USB000KBZ3,US,US,US,Reviewed
2013-10-13,17:32:46,3.9633,95.8634,Earthquake,46.0,1.9,,5.6,MWB,0.044,,40.0,1.657,,1.17,USB000KCCU,US,US,US,Reviewed
2013-10-15,00:12:32,9.8796,124.1167,Earthquake,19.04,2.9,,7.1,MWW,,,12.0,3.144,,1.3,USB000KDB4,US,US,US,Reviewed
2013-10-15,08:36:21,9.8331,124.261,Earthquake,6.74,2.8,,5.6,MWB,0.05,,24.0,3.039,,0.62,USB000KDJ3,US,US,US,Reviewed
2013-10-15,08:42:50,9.7931,123.6885,Earthquake,16.01,2.8,,5.7,MWW,,,17.0,3.289,,0.61,USB000KDJ6,US,US,US,Reviewed
2013-10-16,10:30:59,-6.4456,154.931,Earthquake,35.0,1.8,,6.8,MWW,,,9.0,5.79,,0.94,USB000KEMB,US,US,US,Reviewed
2013-10-19,17:54:55,26.0913,-110.3209,Earthquake,9.45,3.0,,6.6,MWW,,,44.0,1.98,,1.1,USB000KHBC,US,US,US,Reviewed
2013-10-20,13:16:39,-56.5117,-25.6931,Earthquake,10.0,1.7,,5.6,MWC,,,43.0,6.542,,0.55,USB000KHL5,US,US,GCMT,Reviewed
2013-10-21,04:01:54,-22.9456,-174.7121,Earthquake,11.91,0.5,,5.5,MWB,0.063,,37.0,6.907,,1.37,USB000KHRF,US,US,US,Reviewed
2013-10-22,21:15:51,-6.3449,154.9657,Earthquake,50.0,1.8,,5.5,MWW,,,17.0,5.813,,1.07,USB000KIMR,US,US,US,Reviewed
2013-10-23,08:23:30,-23.0067,-177.1425,Earthquake,160.0,1.9,,6.0,MWB,0.042,,19.0,6.252,,0.84,USB000KJ1Z,US,US,US,Reviewed
2013-10-24,00:25:46,-30.8285,-178.2171,Earthquake,49.14,4.1,,5.5,MWW,,,35.0,1.597,,1.44,USC000KM1J,US,US,US,Reviewed
2013-10-24,19:25:11,-58.153,-12.7964,Earthquake,22.87,2.3,,6.7,MWW,,,53.0,13.711,,0.99,USC000KMFW,US,US,US,Reviewed
2013-10-25,17:10:20,37.1557,144.6611,Earthquake,35.0,1.8,,7.1,MWW,,,10.0,3.968,,1.01,USC000KN4N,US,US,US,Reviewed
2013-10-25,17:54:31,-19.3607,-173.728,Earthquake,8.74,3.1,,5.7,MB,0.033,,26.0,5.734,,0.86,USC000KN6G,US,US,US,Reviewed
2013-10-25,21:27:35,37.1057,144.6715,Earthquake,10.0,1.8,,5.5,MB,0.044,,31.0,5.04,,0.78,USC000KNDD,US,US,US,Reviewed
2013-10-27,18:13:06,37.0876,144.5734,Earthquake,20.16,3.3,,5.5,MWB,0.041,,28.0,5.041,,0.84,USC000KP6N,US,US,US,Reviewed
2013-10-29,10:37:56,-61.6949,154.6743,Earthquake,10.0,1.7,,5.9,MWW,,,32.0,7.563,,0.8,USC000KQKF,US,US,US,Reviewed
2013-10-30,02:29:12,-35.439,-73.193,Earthquake,39.2,4.4,,5.8,MWW,,,,,,1.26,USC000KR9E,US,GUC,US,Reviewed
2013-10-30,02:51:47,-35.314,-73.395,Earthquake,41.5,3.9,,6.2,MWW,,,,,,1.68,USC000KR9K,US,GUC,US,Reviewed
2013-10-31,12:02:09,23.5904,121.4366,Earthquake,10.0,1.7,,6.3,MWW,,,15.0,0.234,,1.29,USC000KSDY,US,US,US,Reviewed
2013-10-31,23:04:00,-30.2921,-71.5215,Earthquake,27.0,1.7,,6.6,MWW,,,31.0,0.636,,1.28,USB000KQNC,US,US,US,Reviewed
2013-11-02,15:52:46,-23.6357,-112.5956,Earthquake,9.98,1.6,,6.0,MWW,,,35.0,4.558,,0.81,USB000KRJT,US,US,US,Reviewed
2013-11-02,18:53:47,-19.1711,-172.6411,Earthquake,10.05,1.1,,6.2,MWW,,,21.0,5.297,,0.72,USB000KRLZ,US,US,US,Reviewed
2013-11-02,19:05:57,-19.2068,-172.3982,Earthquake,10.0,1.7,,5.7,MWC,,,31.0,2.339,,1.26,USB000KRM5,US,US,GCMT,Reviewed
2013-11-03,02:42:54,-5.8583,148.8538,Earthquake,88.74,3.9,,5.8,MWW,,,14.0,3.902,,0.88,USB000KRUL,US,US,US,Reviewed
2013-11-03,10:08:55,-19.2137,-172.5332,Earthquake,4.0,1.7,,5.6,MWB,0.059,,31.0,5.324,,0.94,USB000KS0P,US,US,US,Reviewed
2013-11-03,11:03:38,4.6565,123.3471,Earthquake,532.0,1.8,,5.9,MWW,,,15.0,3.267,,1.42,USB000KS1G,US,US,US,Reviewed
2013-11-03,17:46:45,-57.8439,-25.714,Earthquake,65.64,4.2,,5.5,MWW,,,45.0,7.006,,0.79,USB000KS54,US,US,US,Reviewed
2013-11-07,16:46:35,-22.324,171.5445,Earthquake,98.0,1.8,,5.7,MWW,,,24.0,4.733,,0.8,USB000KU2V,US,US,US,Reviewed
2013-11-08,09:51:02,-1.1873,67.6827,Earthquake,10.0,1.7,,5.5,MWB,0.047,,33.0,5.567,,0.94,USB000KUKJ,US,US,US,Reviewed
2013-11-09,03:45:14,-12.0269,167.1235,Earthquake,10.91,2.5,,5.5,MWC,,,43.0,7.505,,0.74,USB000KV0R,US,US,GCMT,Reviewed
2013-11-09,14:53:27,-28.3173,-176.7731,Earthquake,10.0,1.7,,5.5,MWB,0.062,,65.0,10.101,,0.98,USB000KV5K,US,US,US,Reviewed
2013-11-09,22:37:50,35.9187,139.9684,Earthquake,64.31,3.0,,5.6,MWW,,,41.0,0.671,,1.04,USB000KVCA,US,US,US,Reviewed
2013-11-10,21:13:50,-54.9278,-130.5733,Earthquake,10.0,1.8,,5.6,MWB,0.055,,22.0,31.328,,0.75,USB000KVKE,US,US,US,Reviewed
2013-11-12,07:03:51,54.6859,162.3024,Earthquake,43.0,1.8,,6.4,MWW,,,20.0,2.73,,0.87,USB000KW1X,US,US,US,Reviewed
2013-11-13,03:57:40,51.5477,-178.9984,Earthquake,20.0,1.7,,5.8,MWW,,,33.0,0.281,,0.93,USB000KWL1,US,US,US,Reviewed
2013-11-13,23:45:48,-60.2814,-47.1233,Earthquake,11.07,0.6,,6.1,MWW,,,23.0,8.319,,1.19,USB000KXHR,US,US,US,Reviewed
2013-11-15,02:00:34,41.4306,142.177,Earthquake,46.0,1.0,,5.5,MWB,0.042,,38.0,0.937,,0.81,USB000KYPF,US,US,US,Reviewed
2013-11-16,03:34:31,-60.2627,-47.0621,Earthquake,9.97,1.9,,6.9,MWW,,,17.0,8.284,,0.84,USB000KZNC,US,US,US,Reviewed
2013-11-16,09:35:46,-60.2942,-46.4266,Earthquake,10.28,2.3,,5.5,MWB,0.083,,29.0,8.073,,0.96,USB000KZST,US,US,US,Reviewed
2013-11-16,10:26:43,4.2077,90.0652,Earthquake,10.01,2.6,,5.7,MWB,0.078,,43.0,6.933,,0.78,USB000KZTL,US,US,US,Reviewed
2013-11-16,11:44:41,35.6039,140.1529,Earthquake,59.4,1.6,,5.5,MWB,0.08,,40.0,1.831,,0.89,USB000KZUJ,US,US,US,Reviewed
2013-11-16,15:00:13,-60.3474,-46.3687,Earthquake,10.0,1.7,,5.5,MWC,,,41.0,8.089,,0.91,USB000KZWY,US,US,GCMT,Reviewed
2013-11-17,09:04:56,-60.2738,-46.4011,Earthquake,10.0,1.7,,7.7,MWW,,,23.0,8.05,,1.33,USB000L0GQ,US,US,US,Reviewed
2013-11-17,09:11:02,-60.4778,-45.2114,Earthquake,15.57,3.5,,5.8,MB,0.106,,58.0,7.79,,0.93,USB000L4FR,US,US,US,Reviewed
2013-11-17,12:11:36,-60.526,-44.3839,Earthquake,10.0,1.7,,5.7,MB,0.066,,26.0,7.568,,0.97,USB000L0MF,US,US,US,Reviewed
2013-11-17,17:37:14,-10.329,-11.8343,Earthquake,10.0,1.7,,5.5,MB,0.04,,28.0,3.087,,0.69,USB000L0W2,US,US,US,Reviewed
2013-11-18,19:10:45,34.3343,137.0475,Earthquake,328.0,1.8,,5.6,MWW,,,19.0,1.013,,0.75,USB000L1HK,US,US,US,Reviewed
2013-11-19,13:32:51,2.6403,128.4339,Earthquake,38.0,1.7,,6.0,MWW,,,19.0,2.14,,1.01,USB000L219,US,US,US,Reviewed
2013-11-19,15:16:48,8.9147,138.5332,Earthquake,10.0,1.2,,5.9,MWW,,,19.0,4.176,,0.85,USB000L22E,US,US,US,Reviewed
2013-11-19,17:00:44,18.4753,145.2041,Earthquake,511.0,1.8,,6.0,MWW,,,10.0,1.848,,1.05,USB000L25I,US,US,US,Reviewed
2013-11-19,23:18:01,-63.2943,-164.9357,Earthquake,10.13,2.3,,5.7,MWB,0.071,,78.0,17.035,,0.89,USB000L2J8,US,US,US,Reviewed
2013-11-20,10:09:18,12.3975,95.1481,Earthquake,10.26,2.2,,5.5,MWB,0.048,,32.0,7.0,,0.86,USB000L2RK,US,US,US,Reviewed
2013-11-22,06:51:25,34.4574,45.4824,Earthquake,6.0,1.2,,5.6,MWB,0.038,,33.0,0.784,,1.37,USB000L43R,US,US,US,Reviewed
2013-11-22,17:20:58,5.4216,92.8184,Earthquake,15.61,1.2,,5.5,MWW,,,22.0,4.115,,0.84,USB000L4JU,US,US,US,Reviewed
2013-11-22,18:30:58,34.3083,45.6105,Earthquake,14.0,1.7,,5.8,MWW,,,28.0,0.75,,0.9,USB000L4LF,US,US,US,Reviewed
2013-11-23,07:48:32,-17.1171,-176.5449,Earthquake,371.0,1.8,,6.5,MWW,,,22.0,5.194,,0.83,USB000L51G,US,US,US,Reviewed
2013-11-25,05:56:50,45.5613,151.0047,Earthquake,34.0,1.7,,6.0,MWW,,,26.0,5.885,,0.66,USB000L5Z1,US,US,US,Reviewed
2013-11-25,06:27:09,-54.0272,-54.9796,Earthquake,10.01,2.3,,5.6,MB,0.052,,32.0,3.007,,0.75,USB000L5ZB,US,US,US,Reviewed
2013-11-25,06:27:33,-53.9451,-55.0033,Earthquake,11.78,2.4,,7.0,MWW,,,31.0,2.935,,1.08,USB000L5ZN,US,US,US,Reviewed
2013-11-25,07:21:18,-53.8708,-53.9107,Earthquake,14.83,3.1,,6.0,MWC,,,58.0,3.346,,0.76,USB000L633,US,US,GCMT,Reviewed
2013-11-25,20:06:56,-12.5993,-76.2025,Earthquake,76.57,3.4,,5.5,MWB,0.066,,64.0,0.872,,0.73,USB000L6BT,US,US,US,Reviewed
2013-11-26,14:30:28,-5.8261,150.7634,Earthquake,61.17,4.3,,5.5,MWB,0.054,,22.0,5.039,,1.1,USB000L6RL,US,US,US,Reviewed
2013-11-28,13:51:34,29.32,51.31,Earthquake,8.0,3.1,,5.8,MWB,0.048,,,,,1.01,USB000L7NT,US,TEH,US,Reviewed
2013-12-01,01:24:14,-7.0269,128.3791,Earthquake,9.87,2.1,,6.4,MWW,,,11.0,3.046,,0.7,USB000L8MB,US,US,US,Reviewed
2013-12-01,03:19:38,41.6832,-126.8781,Earthquake,10.09,2.5,,5.5,MWW,,,46.0,2.047,,0.94,USB000L8N7,US,US,US,Reviewed
2013-12-01,06:29:58,2.044,96.8261,Earthquake,20.0,1.7,,6.0,MWW,,,27.0,1.049,,0.89,USB000L8PB,US,US,US,Reviewed
2013-12-02,02:14:57,-21.2849,170.3154,Earthquake,110.0,1.8,,5.6,MWW,,,21.0,3.685,,1.28,USB000L90P,US,US,US,Reviewed
2013-12-02,12:18:48,-53.3147,25.4971,Earthquake,10.0,1.8,,5.5,MWB,0.066,,36.0,18.267,,0.71,USB000L96N,US,US,US,Reviewed
2013-12-03,23:58:50,6.6241,126.1749,Earthquake,30.0,1.7,,5.6,MWB,0.048,,33.0,0.738,,0.79,USB000LAYI,US,US,US,Reviewed
2013-12-04,14:55:40,-25.4464,178.253,Earthquake,574.0,1.8,,5.7,MWW,,,18.0,5.083,,0.74,USB000LB85,US,US,US,Reviewed
2013-12-08,17:24:54,44.4438,149.1667,Earthquake,28.0,1.7,,6.0,MWW,,,26.0,4.726,,0.99,USB000LDS9,US,US,US,Reviewed
2013-12-13,04:45:11,13.1334,-89.0898,Earthquake,67.59,3.6,,5.6,MWB,0.061,,41.0,0.567,,0.95,USC000LJV7,US,US,US,Reviewed
2013-12-14,04:06:15,35.6544,140.6546,Earthquake,42.0,1.8,,5.5,MWB,0.043,,40.0,0.443,,0.84,USC000LKGY,US,US,US,Reviewed
2013-12-16,04:11:47,-58.6854,149.3456,Earthquake,6.67,3.3,,5.5,MWB,0.062,,94.0,6.763,,0.94,USC000LLBC,US,US,US,Reviewed
2013-12-16,12:07:25,-46.0838,165.9893,Earthquake,11.37,2.8,,5.8,MWW,,,49.0,1.023,,0.65,USC000LLFS,US,US,US,Reviewed
2013-12-17,12:30:00,-25.509,-70.521,Earthquake,71.5,3.1,,5.5,MWW,,,,,,1.4,USC000LM19,US,GUC,US,Reviewed
2013-12-17,17:02:02,-20.7074,-178.6609,Earthquake,601.97,4.0,,5.7,MWB,0.052,,18.0,4.28,,0.99,USC000LM7A,US,US,US,Reviewed
2013-12-17,23:38:07,20.7727,146.7903,Earthquake,9.0,1.6,,6.2,MWW,,,14.0,4.162,,0.81,USC000LMMC,US,US,US,Reviewed
2013-12-19,21:34:13,-6.9084,128.3228,Earthquake,10.63,2.8,,5.7,MWB,0.093,,15.0,3.138,,0.85,USC000LNJ6,US,US,US,Reviewed
2013-12-21,01:34:14,35.6065,140.6497,Earthquake,35.36,3.9,,5.5,MWB,0.06,,42.0,0.405,,0.75,USC000LPAH,US,US,US,Reviewed
2013-12-21,06:38:29,-22.2795,171.7306,Earthquake,122.0,1.9,,5.5,MWB,0.078,,94.0,4.904,,1.2,USC000LPDM,US,US,US,Reviewed
2013-12-22,07:29:04,-46.4494,96.133,Earthquake,9.87,2.3,,5.5,MWB,0.063,,48.0,21.036,,0.91,USC000LPW9,US,US,US,Reviewed
2013-12-22,10:03:10,-46.4386,96.0153,Earthquake,10.0,1.7,,5.6,MWB,0.052,,48.0,21.099,,1.12,USC000LPXM,US,US,US,Reviewed
2013-12-23,06:57:29,35.688,142.1406,Earthquake,8.0,1.7,,5.6,MWB,0.049,,43.0,1.538,,1.28,USC000LQ71,US,US,US,Reviewed
2013-12-23,09:12:27,12.7711,143.036,Earthquake,92.0,1.9,,5.8,MWW,,,17.0,1.961,,0.85,USC000LQ86,US,US,US,Reviewed
2013-12-28,06:43:37,-56.4333,-142.5413,Earthquake,10.0,1.7,,5.6,MWB,0.073,,27.0,27.48,,1.48,USC000LT6S,US,US,US,Reviewed
2013-12-28,15:21:04,36.028,31.31,Earthquake,40.7,3.3,,5.9,MWW,,,26.0,1.34,,1.08,USC000LTAX,US,US,US,Reviewed
2013-12-28,18:59:05,-1.3673,-15.1711,Earthquake,10.23,3.2,,5.8,MWW,,,15.0,6.571,,0.95,USC000LTDL,US,US,US,Reviewed
2013-12-28,19:06:17,-18.2012,-174.3201,Earthquake,95.83,3.4,,5.9,MWW,,,16.0,4.255,,0.6,USC000LTDN,US,US,US,Reviewed
2013-12-28,19:31:24,20.7553,146.6663,Earthquake,11.82,3.1,,5.6,MWC,,,16.0,4.12,,0.58,USC000LTE5,US,US,GCMT,Reviewed
2013-12-29,12:49:17,-5.605,153.9863,Earthquake,24.0,1.7,,5.5,MWW,,,23.0,7.03,,0.98,USC000LTNQ,US,US,US,Reviewed
2013-12-29,15:37:38,1.2996,126.2455,Earthquake,42.94,2.0,,5.7,MWW,,,25.0,1.237,,0.86,USC000LTQK,US,US,US,Reviewed
2013-12-31,20:01:07,19.1181,120.2719,Earthquake,10.95,2.6,,5.7,MWW,,,21.0,3.757,,0.9,USC000LUWE,US,US,US,Reviewed
