Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
2013-04-20,13:12:51,50.099,157.148,Earthquake,18.0,,539.0,6.1,MWW,,,51.9,,,1.06,USB000GCLS,US,US,US,Reviewed
2013-04-21,03:22:16,29.933,138.887,Earthquake,421.9,,688.0,6.1,MWW,,,9.5,,,0.78,USB000GCZL,US,US,US,Reviewed
2013-04-21,13:48:29,51.663,-178.239,Earthquake,44.0,,729.0,5.6,MWW,,,30.9,,,0.93,USB000GD5D,US,US,US,Reviewed
2013-04-22,01:16:33,18.081,-102.182,Earthquake,30.0,,539.0,6.0,MWW,,,41.0,,,1.21,USB000GDA9,US,US,US,Reviewed
2013-04-22,04:36:37,51.098,179.392,Earthquake,18.0,,196.0,5.5,MWB,,,126.8,,,1.18,USB000GDCD,US,US,US,Reviewed
2013-04-23,23:14:41,-3.898,152.127,Earthquake,10.0,,264.0,6.5,MWW,,,16.6,,,0.82,USB000GEN8,US,US,US,Reviewed
2013-04-24,09:25:30,34.526,70.22,Earthquake,63.8,,303.0,5.5,MWW,,,20.0,,,0.89,USB000GEU9,US,US,US,Reviewed
2013-04-26,06:53:29,-28.681,-178.916,Earthquake,351.0,,386.0,6.1,MWW,,,16.0,,,0.94,US2013PLAI,US,US,US,Reviewed
2013-04-29,13:01:45,35.702,140.979,Earthquake,35.0,,424.0,5.6,MWW,,,42.2,,,0.83,USB000GHG0,US,US,US,Reviewed
2013-04-30,06:25:23,37.592,-24.913,Earthquake,10.0,,599.0,5.9,MWW,,,27.3,,,0.77,US2013PQAF,US,US,US,Reviewed
2013-05-01,06:57:13,33.061,75.863,Earthquake,15.0,,137.0,5.7,MWW,,,25.0,,,1.11,USB000GJHZ,US,US,US,Reviewed
2013-05-04,23:39:05,-54.58,-136.737,Earthquake,10.0,,84.0,5.5,MWC,,,34.5,,,1.28,US2013PUAU,US,US,GCMT,Reviewed
2013-05-06,07:33:04,-21.375,-176.295,Earthquake,9.9,1.8,185.0,5.5,MWB,,,96.0,,,1.08,USC000GP4Q,US,US,US,Reviewed
2013-05-07,10:10:49,-19.622,175.051,Earthquake,11.0,,423.0,6.0,MWW,,,36.0,,,0.84,USC000GPWN,US,US,US,Reviewed
2013-05-10,19:56:04,-28.983,-13.229,Earthquake,3.9,3.1,186.0,5.7,MWW,,,29.0,,,0.93,USC000GTEU,US,US,US,Reviewed
2013-05-11,02:08:09,26.56,57.77,Earthquake,15.0,,351.0,6.1,MWW,,,33.1,,,,USC000GTVS,US,THR,US,Reviewed
2013-05-11,03:09:47,26.548,57.926,Earthquake,8.9,,241.0,5.5,MWC,,,51.7,,,,USC000GTWF,US,TEH,GCMT,Reviewed
2013-05-11,20:46:58,-17.965,-175.107,Earthquake,212.9,3.6,536.0,6.4,MWW,,,31.0,,,0.54,USC000GUDX,US,US,US,Reviewed
2013-05-12,00:07:00,26.404,57.522,Earthquake,17.6,,298.0,5.5,MWB,,,29.2,,,,USC000GUH1,US,THR,US,Reviewed
2013-05-12,07:29:59,13.476,-91.376,Earthquake,11.0,,428.0,5.8,MWW,,,59.0,,,1.12,USC000GULU,US,US,US,Reviewed
2013-05-12,10:54:49,26.716,57.765,Earthquake,14.0,,165.0,5.5,MWB,,,49.9,,,0.99,USC000GUP1,US,US,US,Reviewed
2013-05-12,23:05:28,21.941,143.744,Earthquake,166.9,5.0,356.0,5.5,MWW,,,17.0,,,0.9,USC000GV1N,US,US,US,Reviewed
2013-05-14,00:32:26,18.728,145.288,Earthquake,602.2,4.2,131.0,6.8,MWW,,,18.0,,,1.14,USC000GW27,US,US,US,Reviewed
2013-05-14,19:18:17,0.765,92.399,Earthquake,17.0,2.8,258.0,5.6,MWW,,,14.0,,,0.89,USC000GWPR,US,US,US,Reviewed
2013-05-14,23:39:15,-15.69,-73.33,Earthquake,105.0,,453.0,5.5,MWW,,,81.3,,,,USC000GX0Q,US,LIM,US,Reviewed
2013-05-15,03:36:02,-4.56,152.818,Earthquake,58.7,3.1,545.0,5.7,MWW,,,12.0,,,0.89,USC000GX2D,US,US,US,Reviewed
2013-05-16,05:57:01,-57.511,-6.799,Earthquake,10.1,2.4,255.0,5.6,MWW,,,48.0,,,0.71,USB000GWU2,US,US,US,Reviewed
2013-05-17,06:43:16,-11.066,165.08,Earthquake,7.0,,198.0,5.7,MWW,,,25.0,,,1.0,USB000GXIC,US,US,US,Reviewed
2013-05-18,04:05:43,-53.072,22.073,Earthquake,10.0,,81.0,5.6,MWW,,,36.0,,,0.86,USB000GY4A,US,US,US,Reviewed
2013-05-18,05:48:00,37.739,141.471,Earthquake,39.0,,436.0,6.0,MWW,,,14.0,,,0.77,USB000GY67,US,US,US,Reviewed
2013-05-18,10:03:16,26.606,57.785,Earthquake,15.0,,242.0,5.5,MWB,,,51.5,,,,USB000GY8M,US,THR,US,Reviewed
2013-05-19,18:44:11,52.34,160.065,Earthquake,18.0,,140.0,6.1,MWW,,,46.0,,,0.89,USB000GZ3X,US,US,US,Reviewed
2013-05-20,00:13:17,52.254,160.268,Earthquake,35.0,,217.0,5.5,MWC,,,26.6,,,0.86,USB000GZDD,US,US,GCMT,Reviewed
2013-05-20,09:49:04,-44.866,-80.746,Earthquake,10.0,,180.0,6.4,MWW,,,73.0,,,1.15,USB000GZLM,US,US,US,Reviewed
2013-05-21,01:55:08,52.52,160.362,Earthquake,30.0,,582.0,6.0,MWW,,,57.2,,,0.99,USB000H0EG,US,US,US,Reviewed
2013-05-21,03:05:51,52.394,160.294,Earthquake,11.4,3.3,575.0,5.9,MWW,,,41.0,,,1.03,USB000H0FE,US,US,US,Reviewed
2013-05-21,03:08:17,52.495,160.142,Earthquake,7.6,3.2,347.0,5.7,MWB,,,57.0,,,0.81,USB000H0FH,US,US,US,Reviewed
2013-05-21,04:59:35,52.346,160.063,Earthquake,17.8,3.1,549.0,5.7,MWW,,,58.0,,,0.88,USB000H0HD,US,US,US,Reviewed
2013-05-21,05:43:21,52.281,160.072,Earthquake,30.0,,108.0,6.1,MWW,,,62.0,,,1.0,USB000H0HW,US,US,US,Reviewed
2013-05-21,14:51:20,52.589,160.636,Earthquake,37.4,3.5,334.0,5.5,MWB,,,104.3,,,0.65,USB000H0WG,US,US,US,Reviewed
2013-05-21,23:02:45,-13.787,-72.263,Earthquake,92.0,,546.0,5.8,MWW,,,53.4,,,0.93,USB000H1G2,US,US,US,Reviewed
2013-05-23,17:19:05,-23.009,-177.232,Earthquake,173.7,3.2,626.0,7.4,MWW,,,16.0,,,0.85,USB000H3K3,US,US,US,Reviewed
2013-05-23,21:07:46,-20.578,-175.759,Earthquake,150.0,,265.0,6.3,MWW,,,24.0,,,1.2,USB000H40B,US,US,US,Reviewed
2013-05-24,01:10:01,-54.478,158.939,Earthquake,10.0,,198.0,5.6,MB,,84.0,53.1,,,1.08,USB000H4AJ,US,US,US,Reviewed
2013-05-24,03:47:08,40.1918,-121.0595,Earthquake,9.7,0.7,,5.7,MW,,5.0,68.4,0.08084838,0.3,0.08,NC71996906,NC,NC,NC,Reviewed
2013-05-24,05:44:49,54.892,153.221,Earthquake,598.1,4.1,385.0,8.3,MWW,,,10.0,,,1.02,USB000H4JH,US,US,US,Reviewed
2013-05-24,06:03:08,53.026,152.995,Earthquake,514.3,7.5,100.0,5.5,MB,,79.0,115.0,,,0.81,USP000K0XW,US,US,US,Reviewed
2013-05-24,11:10:49,-24.335,-174.922,Earthquake,10.0,,429.0,5.9,MS,,193.0,31.0,,,0.46,USB000H4ZH,US,US,US,Reviewed
2013-05-24,14:56:31,52.235,151.444,Earthquake,624.0,,217.0,6.7,MWB,,,25.2,,,0.95,USB000H543,US,US,US,Reviewed
2013-05-25,10:32:55,-7.51,127.916,Earthquake,100.0,,456.0,5.5,MWB,,,17.0,,,0.85,USB000H5ZP,US,US,US,Reviewed
2013-05-26,06:08:16,39.956,67.314,Earthquake,18.0,,586.0,5.7,MWW,,,15.0,,,0.77,USB000H6IN,US,US,US,Reviewed
2013-05-27,03:36:30,14.553,53.892,Earthquake,10.3,3.2,80.0,5.9,MWW,,,45.0,,,1.17,USB000H6W1,US,US,US,Reviewed
2013-05-27,09:41:15,9.416,-82.638,Earthquake,9.2,3.6,89.0,5.7,MWW,,,35.0,,,0.85,USB000H700,US,US,US,Reviewed
2013-05-27,11:06:08,-54.222,-135.819,Earthquake,10.0,,17.0,5.6,MWC,,,132.0,,,1.15,USB000H70P,US,US,GCMT,Reviewed
2013-06-01,01:34:15,-23.061,-177.185,Earthquake,185.4,,167.0,5.5,MB,,85.0,46.4,,,0.82,USB000HB56,US,US,US,Reviewed
2013-06-01,14:10:07,7.275,124.898,Earthquake,10.0,,82.0,5.6,MWW,,,36.1,,,0.96,USB000HBDE,US,US,US,Reviewed
2013-06-01,17:32:50,-7.034,155.913,Earthquake,56.1,4.3,251.0,5.5,MWB,,,16.0,,,0.79,USB000HBHA,US,US,US,Reviewed
2013-06-02,05:43:03,23.789,121.141,Earthquake,17.0,,434.0,6.2,MWW,,,39.0,,,0.66,USB000HBRT,US,US,US,Reviewed
2013-06-02,20:08:27,7.282,124.928,Earthquake,10.0,,94.0,5.5,MWB,,,48.1,,,1.1,USB000HBY6,US,US,US,Reviewed
2013-06-04,11:00:09,45.379,150.919,Earthquake,23.6,2.9,397.0,5.5,MWB,,,51.0,,,0.78,USB000HCVG,US,US,US,Reviewed
2013-06-05,04:47:26,-11.401,166.299,Earthquake,39.0,,411.0,6.1,MWW,,,30.0,,,0.73,USB000HDX2,US,US,US,Reviewed
2013-06-07,12:54:09,-23.888,179.085,Earthquake,546.0,,485.0,5.9,MWW,,,16.0,,,0.69,USC000HI56,US,US,US,Reviewed
2013-06-07,16:38:03,24.098,122.671,Earthquake,33.0,,94.0,5.8,MWW,,,41.0,,,1.02,USC000HIB7,US,US,US,Reviewed
2013-06-07,20:13:13,-43.754,-16.182,Earthquake,7.2,3.2,229.0,5.6,MWW,,,47.0,,,0.95,USC000HIMM,US,US,US,Reviewed
2013-06-08,02:11:57,10.644,126.792,Earthquake,29.2,3.5,99.0,5.5,MB,,174.0,58.0,,,0.69,USC000HIXY,US,US,US,Reviewed
2013-06-08,12:25:09,-22.588,-66.691,Earthquake,215.0,,332.0,5.6,MWW,,,25.0,,,0.67,USC000HJ3R,US,US,US,Reviewed
2013-06-13,13:24:45,26.533,128.886,Earthquake,20.0,,101.0,5.6,MWW,,,43.0,,,0.9,USC000HPJJ,US,US,US,Reviewed
2013-06-13,16:47:23,-10.004,107.236,Earthquake,9.0,2.7,515.0,6.7,MWW,,,24.0,,,0.84,USC000HPSD,US,US,US,Reviewed
2013-06-15,11:20:36,-33.853,179.402,Earthquake,195.0,,426.0,6.0,MWW,,,26.0,,,0.77,USC000HRGH,US,US,US,Reviewed
2013-06-15,16:11:03,34.4,25.02,Earthquake,10.0,,122.0,6.2,MWW,,,100.0,,,,USC000HRL4,US,ATH,US,Reviewed
2013-06-15,17:34:28,11.763,-86.926,Earthquake,30.0,,698.0,6.5,MWW,,,27.0,,,1.22,USC000HRNR,US,US,US,Reviewed
2013-06-16,02:51:36,-56.28,-27.443,Earthquake,91.2,3.7,93.0,5.5,MWB,,,32.0,,,0.8,USC000HS0H,US,US,US,Reviewed
2013-06-16,05:19:00,18.155,-99.203,Earthquake,52.0,,692.0,5.8,MWW,,,28.0,,,1.31,USC000HS1M,US,US,US,Reviewed
2013-06-16,13:31:35,-58.348,158.158,Earthquake,10.0,1.7,83.0,5.7,MWW,,,36.0,,,0.84,USC000HS67,US,US,US,Reviewed
2013-06-16,21:39:06,34.347,25.159,Earthquake,19.0,,611.0,6.0,MWW,,,42.0,,,0.87,USC000HSDJ,US,US,US,Reviewed
2013-06-17,11:21:42,-36.525,52.413,Earthquake,9.3,3.5,93.0,5.6,MWB,,,35.0,,,0.68,USC000HSKZ,US,US,US,Reviewed
2013-06-18,23:02:10,54.263,86.173,Earthquake,9.9,2.2,131.0,5.6,MB,,505.0,18.0,,,0.59,USC000HUL6,US,US,US,Reviewed
2013-06-19,06:52:38,-3.766,151.4,Earthquake,10.0,1.8,93.0,5.5,MWC,,,49.0,,,0.94,USC000HUTP,US,US,GCMT,Reviewed
2013-06-24,08:01:39,-6.453,148.684,Earthquake,10.0,1.8,101.0,5.7,MWW,,,17.0,,,0.62,USC000HYPT,US,US,US,Reviewed
2013-06-24,09:55:45,-6.446,148.576,Earthquake,28.9,3.5,126.0,5.7,MWW,,,20.0,,,0.89,USC000HYR0,US,US,US,Reviewed
2013-06-24,22:04:13,10.701,-42.594,Earthquake,10.0,,111.0,6.6,MWW,,,16.0,,,0.81,USC000HZFK,US,US,US,Reviewed
2013-06-26,22:59:01,-0.141,125.054,Earthquake,32.7,3.0,125.0,5.5,MWW,,,23.0,,,1.43,USB000I0YE,US,US,US,Reviewed
2013-06-27,08:38:08,1.114,127.13,Earthquake,120.0,,366.0,5.7,MWW,,,23.0,,,0.75,USB000I181,US,US,US,Reviewed
2013-06-28,23:51:50,24.09,122.232,Earthquake,15.0,,143.0,5.7,MWW,,,79.0,,,0.78,USB000I34L,US,US,US,Reviewed
2013-07-02,07:37:03,4.645,96.665,Earthquake,13.0,,334.0,6.1,MWW,,,21.0,,,0.65,USB000I4RE,US,US,US,Reviewed
2013-07-02,09:38:42,-15.727,-173.804,Earthquake,47.2,4.1,242.0,5.5,MWC,,,26.0,,,0.98,USB000I4RQ,US,US,GCMT,Reviewed
2013-07-02,13:55:38,4.664,96.65,Earthquake,10.0,,160.0,5.5,MWB,,,24.9,,,1.06,USB000I4TD,US,US,US,Reviewed
2013-07-02,18:39:43,-35.927,-102.964,Earthquake,10.4,2.6,419.0,5.5,MWB,,,33.0,,,0.77,USB000I52F,US,US,US,Reviewed
2013-07-02,20:04:56,-23.851,-66.516,Earthquake,198.9,3.8,464.0,5.6,MWW,,,34.0,,,0.73,USB000I576,US,US,US,Reviewed
2013-07-03,03:40:27,51.618,-167.017,Earthquake,5.1,1.6,742.0,5.8,MWW,,,45.0,,,1.33,USB000I5LC,US,US,US,Reviewed
2013-07-03,19:21:46,1.537,30.894,Earthquake,10.1,1.7,300.0,5.7,MWW,,,19.0,,,0.86,USB000I67T,US,US,US,Reviewed
2013-07-04,17:15:55,-7.028,155.726,Earthquake,29.0,,356.0,6.1,MWW,,,19.0,,,0.9,USB000I6RH,US,US,US,Reviewed
2013-07-06,05:05:07,-3.269,100.564,Earthquake,21.0,,121.0,6.0,MWW,,,37.0,,,1.18,USB000I7NA,US,US,US,Reviewed
2013-07-07,18:35:31,-3.917,153.927,Earthquake,385.5,4.0,117.0,7.3,MWW,,,24.0,,,0.88,USB000I89Z,US,US,US,Reviewed
2013-07-07,20:17:59,51.03,-179.908,Earthquake,6.8,,111.0,5.6,MB,,388.0,100.0,,,,USB000I8ES,US,AEIC,US,Reviewed
2013-07-07,20:30:07,-6.029,149.706,Earthquake,56.0,,139.0,6.6,MWW,,,14.0,,,1.22,USB000I8EY,US,US,US,Reviewed
2013-07-08,02:13:41,-8.803,113.002,Earthquake,60.0,,97.0,5.7,MWW,,,24.0,,,1.45,USB000I8N2,US,US,US,Reviewed
2013-07-08,02:52:43,13.29,-89.172,Earthquake,55.0,,110.0,5.7,MWW,,,24.0,,,1.52,USB000I8NX,US,US,US,Reviewed
2013-07-08,15:30:28,16.707,40.831,Earthquake,10.5,2.6,130.0,5.5,MWB,,,52.0,,,0.77,USB000I8XL,US,US,US,Reviewed
2013-07-09,17:04:15,-3.359,100.458,Earthquake,17.5,2.5,413.0,5.6,MWB,,,28.0,,,0.8,USB000IA6P,US,US,US,Reviewed
2013-07-10,14:25:40,-30.148,-177.466,Earthquake,10.1,2.3,195.0,5.5,MWC,,,113.0,,,0.68,USB000IB4C,US,US,GCMT,Reviewed
2013-07-10,14:32:13,-19.302,-69.248,Earthquake,110.0,,549.0,5.6,MWB,,,30.0,,,0.89,USB000IB4L,US,US,US,Reviewed
2013-07-10,14:44:02,-30.243,-177.535,Earthquake,10.3,2.3,214.0,5.6,MWB,,,49.0,,,0.71,USB000IB5C,US,US,US,Reviewed
2013-07-15,13:59:05,-15.398,-173.09,Earthquake,15.0,,294.0,5.8,MWW,,,44.0,,,0.65,USB000IEF4,US,US,US,Reviewed
2013-07-15,14:03:40,-60.857,-25.07,Earthquake,11.0,,398.0,7.3,MWW,,,43.0,,,0.88,USB000IEF9,US,US,US,Reviewed
2013-07-16,09:35:54,-6.288,154.768,Earthquake,40.0,,323.0,5.9,MWW,,,52.0,,,1.07,USB000IF30,US,US,US,Reviewed
2013-07-16,19:41:53,-63.378,-62.543,Earthquake,8.8,2.6,206.0,5.7,MWB,,,28.0,,,1.34,USB000IFGQ,US,US,US,Reviewed
2013-07-17,02:37:43,-15.657,-71.74,Earthquake,7.0,,506.0,6.0,MWW,,,37.0,,,1.19,USB000IFVA,US,US,US,Reviewed
2013-07-18,21:06:39,-41.549,174.408,Earthquake,17.5,,143.0,5.5,MWW,,,100.0,,,,USB000IH9Z,US,WEL,US,Reviewed
2013-07-19,02:20:41,-16.757,167.69,Earthquake,25.0,1.2,94.0,5.5,MWB,,,32.0,,,0.74,USB000IHL9,US,US,US,Reviewed
2013-07-19,11:40:42,-30.473,-176.286,Earthquake,21.8,3.2,197.0,5.7,MWW,,,45.0,,,0.51,USB000IHQD,US,US,US,Reviewed
2013-07-19,16:39:19,37.5,141.625,Earthquake,40.0,,110.0,5.5,MWB,,,80.0,,,1.03,USB000IHW9,US,US,US,Reviewed
2013-07-20,19:17:10,-41.638,174.386,Earthquake,14.0,,186.0,5.9,MWW,,,54.0,,,0.79,USB000IIM7,US,US,US,Reviewed
2013-07-21,05:09:31,-41.704,174.337,Earthquake,17.0,,229.0,6.5,MWW,,,20.0,,,0.85,USB000IIVV,US,US,US,Reviewed
2013-07-21,23:45:57,34.512,104.262,Earthquake,8.0,,276.0,5.9,MWW,,,10.0,,,0.8,USB000IJE3,US,US,US,Reviewed
2013-07-22,07:01:43,-46.049,34.78,Earthquake,10.0,,259.0,6.3,MWW,,,22.0,,,1.12,USB000IJJ6,US,US,US,Reviewed
2013-07-24,03:32:34,-23.132,-177.222,Earthquake,155.5,3.3,518.0,5.9,MWW,,,18.0,,,0.91,USB000ILCE,US,US,US,Reviewed
2013-07-26,07:07:16,-15.379,167.689,Earthquake,124.0,,117.0,6.1,MWW,,,26.0,,,1.08,USC000IPJE,US,US,US,Reviewed
2013-07-26,21:33:00,-57.915,-23.841,Earthquake,13.0,,166.0,6.3,MWW,,,25.0,,,1.34,USC000IQ6F,US,US,US,Reviewed
2013-07-29,08:12:27,-16.971,-177.057,Earthquake,9.9,1.8,270.0,5.5,MWC,,,92.0,,,0.82,USC000IRJF,US,US,GCMT,Reviewed
2013-08-01,20:01:43,-15.2443,-173.5006,Earthquake,31.65,3.1,,6.0,MWW,,,38.0,2.132,,0.67,USB000ITMF,US,US,US,Reviewed
2013-08-04,03:28:51,38.2133,141.8621,Earthquake,56.0,1.7,,5.8,MWW,,,18.0,3.355,,0.67,USB000IV4W,US,US,US,Reviewed
2013-08-04,13:22:28,49.6614,-127.4286,Earthquake,10.0,1.7,,5.5,MWB,0.071,,33.0,2.563,,0.69,USB000IV7T,US,US,US,Reviewed
2013-08-04,15:56:35,46.9925,145.2582,Earthquake,375.01,3.2,,5.8,MWW,,,10.0,1.71,,0.73,USB000IV94,US,US,US,Reviewed
2013-08-06,05:57:43,14.1526,-91.5958,Earthquake,53.88,4.0,,5.6,MWB,0.045,,55.0,0.991,,1.11,USB000IW7Z,US,US,US,Reviewed
2013-08-06,10:41:31,-22.5035,173.8052,Earthquake,10.04,1.7,,5.8,MWW,,,67.0,5.454,,0.84,USB000IWAZ,US,US,US,Reviewed
2013-08-06,16:46:18,-16.8575,167.3184,Earthquake,10.0,1.7,,5.7,MWW,,,54.0,4.647,,1.29,USB000IWI8,US,US,US,Reviewed
2013-08-06,17:21:56,-16.9065,167.373,Earthquake,13.54,3.2,,5.7,MWW,,,27.0,4.592,,1.28,USB000IWJV,US,US,US,Reviewed
2013-08-11,21:23:41,30.0464,97.9565,Earthquake,6.0,1.0,,5.7,MWW,,,12.0,5.94,,0.94,USB000J0T5,US,US,US,Reviewed
2013-08-12,00:53:44,-7.1354,129.8088,Earthquake,95.0,1.8,,6.0,MWW,,,13.0,1.7,,0.68,USB000J0VL,US,US,US,Reviewed
2013-08-12,04:16:48,-30.6285,-179.678,Earthquake,340.6,3.9,,6.1,MWW,,,21.0,7.116,,1.01,USB000J0YL,US,US,US,Reviewed
2013-08-12,05:18:59,10.4577,-86.9354,Earthquake,22.31,3.6,,5.5,MWC,,,49.0,1.957,,0.92,USB000J0ZB,US,US,US_GCMT,Reviewed
2013-08-12,09:49:32,-5.3962,-81.9268,Earthquake,10.0,1.7,,6.2,MWW,,,26.0,3.913,,1.27,USB000J10U,US,US,US,Reviewed
2013-08-12,18:03:33,-56.5243,-142.3211,Earthquake,10.0,1.8,,5.7,MWW,,,64.0,33.635,,1.26,USB000J25K,US,US,US,Reviewed
2013-08-13,15:43:15,5.7732,-78.1999,Earthquake,12.0,1.7,,6.7,MWW,,,22.0,3.741,,0.84,USB000J275,US,US,US,Reviewed
2013-08-16,02:31:06,-41.734,174.152,Earthquake,8.2,2.8,,6.5,MWW,,,,,,1.19,USB000J4IZ,US,US_WEL,US,Reviewed
2013-08-16,02:45:27,-41.764,174.117,Earthquake,5.8,3.1,,5.5,MWR,0.08,,,,,1.15,USB000J4J6,US,US_WEL,US,Reviewed
2013-08-16,03:09:08,-41.742,174.05,Earthquake,8.5,3.0,,5.9,MWW,,,,,,1.09,USB000J4KK,US,US_WEL,US,Reviewed
2013-08-16,05:31:16,-41.6688,174.2623,Earthquake,14.258,2.4,,5.9,MWW,,,,,,1.06,USB000J4N4,US,US_WEL,US,Reviewed
2013-08-17,16:32:31,-34.8853,54.0927,Earthquake,10.0,1.8,,6.1,MWW,,,22.0,14.84,,0.83,USB000J5KI,US,US,US,Reviewed
2013-08-21,04:43:18,-22.2977,171.6697,Earthquake,92.0,1.6,,5.7,MWW,,,66.0,3.476,,1.21,USB000J7ZM,US,US,US,Reviewed
2013-08-21,12:38:30,16.8784,-99.498,Earthquake,21.0,1.7,,6.2,MWW,,,45.0,0.755,,1.0,USB000J83T,US,US,US,Reviewed
2013-08-23,08:34:07,-22.2741,-68.5927,Earthquake,111.0,1.8,,5.8,MWW,,,35.0,0.447,,1.13,USB000JAF4,US,US,US,Reviewed
2013-08-24,08:40:28,-22.5179,-175.2417,Earthquake,5.0,1.8,,5.8,MWW,,,45.0,9.172,,0.93,USB000JB6E,US,US,US,Reviewed
2013-08-25,16:07:15,-33.4611,57.0446,Earthquake,4.73,3.1,,5.8,MWW,,,61.0,12.297,,0.71,USB000JBNG,US,US,US,Reviewed
2013-08-28,02:54:41,-27.7829,179.6335,Earthquake,478.0,1.6,,6.2,MWW,,,22.0,2.592,,1.01,USB000JCFU,US,US,US,Reviewed
2013-08-29,13:52:27,-19.3503,-179.136,Earthquake,662.37,3.9,,5.7,MWW,,,33.0,8.705,,0.97,USB000JD4N,US,US,US,Reviewed
2013-08-30,02:11:02,-4.4412,151.6112,Earthquake,203.0,1.8,,5.8,MWW,,,15.0,0.604,,0.69,USB000JDLN,US,US,US,Reviewed
2013-08-30,16:25:02,51.537,-175.2297,Earthquake,29.0,1.8,,7.0,MWW,,,53.0,0.624,,0.89,USB000JDT7,US,US,US,Reviewed
2013-08-30,16:29:05,51.4224,-175.1775,Earthquake,7.3,4.5,,5.5,MB,0.106,,,,,0.85,USB000JFAT,US,AK,US,Reviewed
2013-08-31,00:04:18,28.2425,99.3502,Earthquake,8.0,1.7,,5.6,MWW,,,20.0,4.341,,0.83,USB000JE5N,US,US,US,Reviewed
2013-08-31,06:38:36,51.2381,-174.9407,Earthquake,18.0,1.7,,6.0,MWW,,,70.0,0.968,,1.17,USB000JE9F,US,US,US,Reviewed
2013-08-31,06:43:54,51.3674,-175.2847,Earthquake,25.16,3.2,,5.5,MWC,,,71.0,1.013,,1.49,USB000JE9L,US,US,US_GCMT,Reviewed
2013-09-01,11:52:30,-7.44,128.2209,Earthquake,112.0,1.7,,6.5,MWW,,,11.0,3.097,,1.12,USB000JELF,US,US,US,Reviewed
2013-09-01,19:50:40,-29.0334,-176.4039,Earthquake,10.02,1.8,,5.7,MWW,,,47.0,16.483,,0.99,USB000JESH,US,US,US,Reviewed
2013-09-02,02:51:13,42.1989,133.6656,Earthquake,445.0,1.9,,5.7,MWW,,,25.0,2.345,,0.74,USB000JEY1,US,US,US,Reviewed
2013-09-02,04:30:17,-6.6272,155.1351,Earthquake,35.0,1.8,,5.9,MWW,,,12.0,3.821,,1.03,USB000JEZ7,US,US,US,Reviewed
2013-09-03,20:19:06,51.244,-130.3971,Earthquake,2.73,3.7,,6.1,MWW,,,44.0,1.704,,0.93,USB000JG6B,US,US,US,Reviewed
2013-09-03,22:29:31,51.3277,-130.2195,Earthquake,9.85,2.7,,5.5,MWR,,,140.0,1.565,,1.22,USB000JGCI,US,US,US_PGC,Reviewed
2013-09-04,00:18:23,29.9377,138.8325,Earthquake,402.0,1.8,,6.5,MWW,,,26.0,3.276,,1.02,USB000JGFC,US,US,US,Reviewed
2013-09-04,00:23:11,51.1832,-130.2245,Earthquake,9.92,2.5,,6.0,MWW,,,70.0,1.431,,0.87,USB000JGFH,US,US,US,Reviewed
2013-09-04,02:32:31,51.5573,-174.7671,Earthquake,20.0,1.7,,6.5,MWW,,,24.0,0.735,,1.07,USB000JGJU,US,US,US,Reviewed
2013-09-04,04:16:30,51.449,-174.717,Earthquake,26.6,3.3,,5.8,MWW,,,,,,1.29,USB000JGRQ,US,AK,US,Reviewed
2013-09-04,06:16:50,51.5733,-174.7888,Earthquake,21.0,1.8,,5.7,MWW,,,32.0,0.728,,1.25,USB000JGUU,US,US,US,Reviewed
2013-09-04,06:27:04,51.573,-174.8537,Earthquake,17.0,1.7,,6.0,MWW,,,46.0,0.749,,1.13,USB000JGUZ,US,US,US,Reviewed
2013-09-05,04:01:36,15.1836,-45.232,Earthquake,10.0,1.6,,6.0,MWW,,,24.0,14.042,,0.8,USB000JI6R,US,US,US,Reviewed
2013-09-05,05:43:40,51.463,-174.583,Earthquake,20.0,1.8,,5.6,MWW,,,,,,0.94,USB000JI7F,US,US,US,Reviewed
2013-09-05,12:29:15,10.5988,-86.0997,Earthquake,19.0,1.8,,5.9,MWW,,,35.0,1.169,,1.43,USB000JIGI,US,US,US,Reviewed
2013-09-06,02:28:10,-47.0447,33.4751,Earthquake,10.0,2.4,,5.5,MWB,0.071,,44.0,17.556,,0.63,USB000JJEK,US,US,US,Reviewed
2013-09-06,11:33:54,20.1721,122.3193,Earthquake,175.23,3.7,,5.9,MWW,,,22.0,2.874,,0.75,USB000JJMY,US,US,US,Reviewed
2013-09-07,00:13:30,14.6056,-92.1207,Earthquake,66.0,1.8,,6.4,MWW,,,28.0,0.331,,0.98,USB000JKMW,US,US,US,Reviewed
2013-09-09,21:41:33,1.3814,122.2235,Earthquake,22.5,3.2,,5.6,MWW,,,23.0,2.468,,1.34,USB000JMSL,US,US,US,Reviewed
2013-09-11,12:44:13,-4.5472,-104.5783,Earthquake,10.52,2.6,,6.1,MWW,,,53.0,14.785,,0.66,USC000JRID,US,US,US,Reviewed
2013-09-14,15:42:46,51.4389,-174.6365,Earthquake,20.0,1.8,,5.9,MWW,,,40.0,0.811,,1.24,USC000JUE6,US,US,US,Reviewed
